municipality_clean,permit_count,simpson_index,shannon_index,foreign_born_pct,mean_income_sek,rental_share,owner_share,total_population,total_dwellings,permits_per_1000_pop,permits_per_1000_dwellings
Botkyrka,15,0.4927812079399069,0.6859109170831584,0.4399217507741234,259144.4273579379,0.4378239726393416,0.5621760273606584,95592.0,37426.0,0.15691689681144863,0.40079089403088763
Boxholm,4,0.1796232822766179,0.3245654841465962,0.0997646206771682,226505.90258917256,0.2774170274170274,0.7225829725829725,5523.0,2772.0,0.7242440702516748,1.443001443001443
Bromölla,13,0.2791625024542252,0.4522314036034256,0.1677068330932949,226676.58025284045,0.2958284859564566,0.7041715140435433,12498.0,6017.0,1.0401664266282604,2.1605451221538976
Bräcke,7,0.212723219848399,0.3689195256651104,0.1210034431874077,193804.29578619445,0.2984009137635637,0.7015990862364363,6099.0,3502.0,1.147729135923922,1.9988577955454028
Burlöv,6,0.4547456605790434,0.6471842047669583,0.3495766982463213,254875.32251562184,0.4801507833667098,0.5198492166332901,19844.0,8489.0,0.3023583954847813,0.7067970314524679
Båstad,22,0.2341808980943707,0.3965844833506143,0.1354323780794369,232270.19859225745,0.271416755287723,0.728583244712277,15912.0,8463.0,1.3826043237807943,2.5995509866477606
Danderyd,16,0.2871298754415023,0.4617923308994844,0.1737561306641167,556434.745056911,0.1464583179774452,0.8535416820225548,32419.0,13567.0,0.49353774021407193,1.179332203139972
Degerfors,8,0.2627847590561509,0.4323102920994706,0.1556054290905204,204820.6048947312,0.3115667927533346,0.6884332072466653,9357.0,5023.0,0.8549748851127498,1.5926737009755125
Dorotea,1,0.1391677927720032,0.2670016321407499,0.0752458315519452,198200.4702864472,0.3870112657388999,0.6123260437375744,2339.0,1509.0,0.42753313381787084,0.6626905235255136
Eda,3,0.4044673154310727,0.5943127749155724,0.2814448758677491,249708.1891987293,0.322940902745463,0.677059097254537,8499.0,4298.0,0.35298270384751146,0.6979990693345742
Ekerö,12,0.2366788884316668,0.3997548855928856,0.1371494029436267,383767.0438767009,0.1510484319910929,0.848951568008907,28808.0,10778.0,0.41655095806720355,1.1133791055854518
Eksjö,12,0.2626297956754613,0.4321200215750219,0.1554929577464788,231247.723943662,0.4305676855895196,0.5692139737991266,17750.0,9160.0,0.676056338028169,1.3100436681222707
Emmaboda,10,0.3261480001935346,0.5074836507720455,0.2051678445229681,204865.19434628976,0.2962641181581233,0.7037358818418766,9056.0,4604.0,1.1042402826855124,2.172024326672459
Enköping,14,0.2851789591657514,0.4594588482146401,0.1722645572765675,271058.70951710426,0.3433050293925538,0.6541693881994339,48292.0,22965.0,0.28990308953863997,0.609623339865012
Eskilstuna,33,0.3924519370432513,0.581367634540296,0.2681077157851639,239658.1159042692,0.5022432422327737,0.4977567577672262,107468.0,53494.0,0.3070681505192243,0.6168916140127865
Eslöv,10,0.3342014315092245,0.5166964129809757,0.212077641984184,260960.24442846872,0.3801443586171964,0.6198556413828036,34775.0,15794.0,0.28756290438533433,0.6331518298087881
Essunga,3,0.1686996973085872,0.3094211024339869,0.092998585572843,211866.53111739745,0.2791467451268848,0.7208532548731151,5656.0,2719.0,0.5304101838755304,1.1033468186833395
Fagersta,2,0.4002385887979178,0.5897711878614467,0.2766601119346543,220136.74935713207,0.2482289600453386,0.7517710399546613,13222.0,7058.0,0.15126304643775526,0.2833663927458204
Falkenberg,30,0.2591370944509119,0.4278224232082261,0.1529676488069966,234336.5267045937,0.2997707556074976,0.6998696453454398,47108.0,22247.0,0.6368345079392036,1.3484964264844697
