municipality_clean,permit_count,simpson_index,shannon_index,foreign_born_pct,mean_income_sek,rental_share,owner_share,total_population,total_dwellings,permits_per_1000_pop,permits_per_1000_dwellings
Falköping,11,0.2580606125812337,0.4264943216098972,0.1521930223394259,232677.0543481556,0.396458435809149,0.6035415641908509,32991.0,16264.0,0.33342426722439455,0.676340383669454
Falun,16,0.1922408619357898,0.3417325935374966,0.1077251358650351,264248.1862434568,0.4112795064377682,0.5885528433476395,59986.0,29824.0,0.26672890341079586,0.5364806866952789
Filipstad,6,0.2845902961225436,0.4587537854369782,0.1718158261909507,179557.05600956746,0.289855072463768,0.7101449275362319,10034.0,5865.0,0.5979669124975084,1.023017902813299
Finspång,12,0.2785351494524242,0.451475033664433,0.1672351802341661,243718.80704342213,0.3779346866725507,0.6218887908208297,21694.0,11330.0,0.5531483359454227,1.059135039717564
Flen,9,0.3398974192539619,0.5231701445805751,0.2170666326270104,187251.7743170794,0.428676111382511,0.5713238886174891,15668.0,8188.0,0.5744191983660965,1.0991695163654127
Forshaga,2,0.1689793425214791,0.3098122303325399,0.0931703934824059,237647.2872248224,0.2744409536130105,0.7244501940491591,11538.0,5411.0,0.1733402669440111,0.36961744594344853
Färgelanda,1,0.200211245646839,0.3524081298392389,0.1128380478706869,205506.72987255207,0.3022900763358778,0.6974045801526717,6434.0,3275.0,0.15542430836182777,0.3053435114503817
Gagnef,3,0.1268779030913298,0.2486252822246649,0.0680728667305848,234679.03163950145,0.1798301486199575,0.8201698513800425,10430.0,4710.0,0.2876318312559923,0.6369426751592356
Gislaved,20,0.3779975955587129,0.5656241349392871,0.2530157854828703,250012.70765837183,0.3498871331828442,0.6501128668171557,29014.0,13733.0,0.6893223960846488,1.456346027816209
Gnesta,3,0.2356749131944444,0.3984818699342669,0.1364583333333333,246309.12326388888,0.329159552267122,0.670840447732878,11520.0,5271.0,0.2604166666666667,0.5691519635742743
Gnosjö,8,0.384076219079531,0.5722680824943451,0.2592472420506165,253030.77006272983,0.34628217349857,0.6532411820781697,9246.0,4196.0,0.8652390222799049,1.9065776930409915
Gotland,60,0.1594972052541416,0.2964448138497856,0.0873846859689655,218624.1983319405,0.3056470818516947,0.6942550484455029,61029.0,30653.0,0.9831391633485719,1.9573940560467167
Grums,2,0.2125678366261771,0.368716257172429,0.1209009605829744,220650.601744507,0.3215115051720498,0.6780662866793329,9057.0,4737.0,0.2208236722976703,0.4222081486172683
Grästorp,3,0.1399026831997667,0.2680859808139729,0.0756785906884774,231413.7515728924,0.2563359884141925,0.7436640115858074,5563.0,2762.0,0.5392773683264426,1.0861694424330195
Gullspång,5,0.2816245862632274,0.4551947901734651,0.1695643680406329,180573.4127759328,0.2699364855328158,0.7300635144671842,5119.0,2834.0,0.9767532721234617,1.7642907551164433
Gällivare,9,0.1964028170449131,0.3473228816135956,0.1103866128101558,303683.2313906521,0.4534834771627026,0.5465165228372975,17330.0,9502.0,0.51933064050779,0.9471690170490423
Gävle,23,0.2760056160162205,0.4484199705658306,0.1653401846772012,261959.777653286,0.4679595900007374,0.5320404099992626,103532.0,54244.0,0.22215353707066415,0.42401002875894106
Göteborg,194,0.4165690340725031,0.6072256417558305,0.2957563147518425,298702.2677203382,0.5359033240500969,0.464093418673963,604616.0,307005.0,0.3208648133691467,0.6319115323854659
Götene,10,0.2086460960389531,0.3635713166855948,0.1183234982599485,231678.0980481162,0.2117647058823529,0.788235294117647,13218.0,6290.0,0.7565441065214102,1.589825119236884
Habo,12,0.1556281499923748,0.2909262654564285,0.0850470809792843,295667.450094162,0.1948655750960177,0.804932282191227,13275.0,4947.0,0.903954802259887,2.4257125530624624
Hagfors,11,0.282529417648858,0.4562818492675835,0.170249653259362,191847.61615811373,0.2130030959752321,0.7869969040247679,11536.0,6460.0,0.9535367545076283,1.7027863777089784
Hallsberg,6,0.2822455372942507,0.4559409125597501,0.1700344997535731,234882.1833415476,0.3631220264883631,0.6368779735116369,16232.0,7777.0,0.3696402168555939,0.7715057220007715
Hallstahammar,11,0.3158840252637879,0.4956378321629765,0.196589407950042,237065.84604299263,0.4092928779992383,0.5907071220007617,16654.0,7877.0,0.6605019815059445,1.3964707375904533
Halmstad,28,0.3246293789251978,0.5057384375294957,0.203882944534765,253503.8990131952,0.4720615455807496,0.5279384544192504,105796.0,51864.0,0.2646602896139741,0.5398735153478328
Hammarö,9,0.1383986749538965,0.2658650839343161,0.074793388429752,323592.3022432113,0.1622557849521962,0.8377442150478038,16940.0,7217.0,0.5312868949232586,1.2470555632534293
Haninge,25,0.419555880998957,0.6103938447078606,0.299445619592786,290733.0883900913,0.327888455743429,0.6720876282495875,99751.0,41813.0,0.2506240538941965,0.597900174586851
Haparanda,5,0.4819630411218575,0.6750001819843661,0.4050343249427917,196315.3862918165,0.3538078836586299,0.6452353616532721,9177.0,5226.0,0.5448403617740002,0.9567546880979717
Heby,6,0.2316834432918626,0.3934046240613875,0.1337237676915568,219699.8466150736,0.2646590415520486,0.7353409584479513,14343.0,6907.0,0.4183225266680611,0.8686839438251049
Hedemora,6,0.2433928963692782,0.4082268687275216,0.1418051482567611,214098.81394591072,0.3251600434835125,0.6745983814470347,15345.0,8279.0,0.39100684261974583,0.7247252083584974
Helsingborg,42,0.4065114459956533,0.5965026235523054,0.2837957516555853,271768.6066646399,0.4755376527616576,0.5244623472383423,151306.0,73235.0,0.27758317581589625,0.5734962791015226
Herrljunga,1,0.2172983381894193,0.3748851027244017,0.1240334710306111,229440.39826289588,0.3127921801954951,0.6872078198045048,9441.0,4706.0,0.10592098294672174,0.21249468763280918
Hjo,8,0.1626972609817385,0.3009806423904521,0.0893281486282134,228724.69215813352,0.3368606701940034,0.6620370370370371,9258.0,4536.0,0.8641175199827177,1.763668430335097
Hofors,1,0.2424319016473485,0.4070185997088908,0.1411350544058033,222617.03648389163,0.3037999606221697,0.6960031502264226,9374.0,5079.0,0.10667804565820355,0.19688915140775742
Huddinge,17,0.4299111631412937,0.6213214863742048,0.3127984550561797,326816.719627809,0.3186332087560064,0.6813667912439936,113920.0,46825.0,0.14922752808988765,0.36305392418579824
Hudiksvall,23,0.1820156761897562,0.3278465922680665,0.1012617877540178,233921.407889494,0.3649110463363152,0.6349884410493517,37645.0,19898.0,0.6109709124717758,1.155895064830636
Hultsfred,4,0.3392824949768905,0.5224729158070817,0.2165238060937837,192961.5933155658,0.4055312157721796,0.5944687842278203,13883.0,7304.0,0.28812216379745015,0.547645125958379
Hylte,6,0.3672366925122921,0.553777753785339,0.242353626565686,220305.0975822896,0.345023312385972,0.6549766876140279,10299.0,4933.0,0.5825808330905913,1.2162983985404419
Hällefors,5,0.3179619308036442,0.4980455983421391,0.198306389530408,179342.70977675135,0.3161423414130995,0.6838576585869005,6495.0,3878.0,0.7698229407236336,1.289324394017535
Härjedalen,11,0.1996397529076299,0.3516468511519466,0.1124691966485953,214766.80137999007,0.3068798172994576,0.6931201827005424,10145.0,7006.0,1.0842779694430753,1.5700827861832716
Härnösand,13,0.2507168194590121,0.4173886238886489,0.1469538411616776,216030.786079338,0.3273693666716574,0.6721814642910615,24654.0,13358.0,0.5272978015737811,0.9731995807755652
Härryda,30,0.2304609100932577,0.3918443128757622,0.1328902821316614,360909.34921630094,0.2660658065312674,0.7339341934687327,39875.0,16199.0,0.7523510971786833,1.851966170751281
Hässleholm,23,0.2881729042006897,0.4630378863200545,0.1745563829176317,226256.77532972183,0.3486004103914205,0.6513608734368346,52241.0,25829.0,0.44026722306234567,0.8904719501335707
Håbo,4,0.2798044176478649,0.4530047901528876,0.1681901279707495,316990.1627927222,0.2605633802816901,0.7391259320629661,22974.0,9656.0,0.1741098633237573,0.4142502071251035
Höganäs,26,0.2428380168879891,0.4075293883325852,0.1414180825027489,267358.46132018586,0.3044677330391616,0.6955322669608384,28193.0,12691.0,0.922214734153868,2.0486959262469466
Högsby,1,0.3732469304247647,0.5604077554657234,0.2482530342037514,174154.04560500183,0.3134076325565686,0.6865923674434313,5438.0,2961.0,0.18389113644722324,0.33772374197906113
Hörby,3,0.2193151633404486,0.3775030522819063,0.125376965030478,233854.21880012832,0.2925447839831401,0.7074552160168599,15585.0,7592.0,0.19249278152069296,0.3951527924130664
Höör,9,0.2107519442155137,0.3663374918047782,0.1197053406998158,262041.822053407,0.2459805038612482,0.7540194961387517,17376.0,7899.0,0.5179558011049723,1.1393847322445878
Järfälla,18,0.4573083141178024,0.6498262162886153,0.3538978338932005,302867.61149079114,0.3098506995197327,0.6901493004802672,86330.0,38312.0,0.20850225877447007,0.46982668615577367
Jönköping,52,0.3198751844784502,0.500258222180168,0.1998960050902771,271589.5546691662,0.4450901691891741,0.5549098308108259,146161.0,71754.0,0.35577205957813646,0.7246982746606461
Kalix,13,0.2075082873652529,0.3620733104563708,0.1175789541390621,223822.6796166463,0.3102074299777335,0.6897925700222665,15547.0,8533.0,0.8361741815141185,1.5234970116020157
Kalmar,22,0.2661849016209057,0.4364765715025204,0.1580825403850409,260280.80050896216,0.445437908496732,0.554562091503268,72304.0,38250.0,0.3042708563841558,0.5751633986928105
Karlsborg,6,0.1669305341894789,0.3069423545127855,0.09191332672426,228704.61690978616,0.328184350468473,0.671815649531527,7061.0,3949.0,0.8497379974507859,1.5193719929095975
Karlshamn,8,0.2493495893606279,0.4156845069493086,0.1459869983747968,235475.01875234404,0.3582688964814481,0.6416711622609842,31996.0,16683.0,0.25003125390673836,0.4795300605406701
Karlskoga,7,0.2762108558201632,0.4486681698393883,0.165493539539341,242013.4463500876,0.2742117117117116,0.7257882882882883,30261.0,15984.0,0.2313208420078649,0.43793793793793795
Karlskrona,16,0.2306913951086046,0.3921386681774137,0.1330472749171936,262559.68533574225,0.4024532031159167,0.5975467968840833,66420.0,34404.0,0.2408912978018669,0.46506220206952675
Karlstad,53,0.2511122473760558,0.4178809613558006,0.1472339637777298,264104.0829759444,0.4694135115070527,0.5305679287305123,97233.0,53880.0,0.5450824308619502,0.9836674090571641
Katrineholm,13,0.3109817342665255,0.489937598839073,0.1925766227712387,223311.6186924601,0.492635395422615,0.5073079537729436,34324.0,17652.0,0.3787437361612866,0.7364604577384999
Kil,5,0.1500025214446902,0.2828328783778009,0.0816714935870914,245580.9515928837,0.2793355956420789,0.720664404357921,12085.0,5599.0,0.41373603640877116,0.8930166101089481
Kinda,1,0.1719110877172514,0.3139017061704072,0.0949759807846277,228836.28903122497,0.3417435897435897,0.6566153846153846,9992.0,4875.0,0.10008006405124098,0.20512820512820512
Kiruna,22,0.2433216841613952,0.4081373821769516,0.1417554495609147,310242.8654214773,0.4779451947849168,0.5220548052150832,22433.0,12809.0,0.9806980787233095,1.7175423530330236
Klippan,3,0.3093103765400489,0.4879877954323675,0.1912204480054166,223096.016475766,0.2982598607888631,0.7017401392111369,17723.0,8620.0,0.16927156801895843,0.34802784222737815
